PlayerName,Blocks,Blocks_ZScore,Blocks_Rank
Hassan Whiteside,2.9,4.439885159632703,1
Brook Lopez,2.4,3.478923714123159,2
Anthony Davis,2.3,3.28673142502125,3
Jonathan Isaac,2.3,3.28673142502125,3
Myles Turner,2.1,2.902346846817433,5
Rudy Gobert,2.0,2.710154557715524,6
Kristaps Porziņģis,2.0,2.710154557715524,6
Clint Capela,1.8,2.325769979511707,8
LaMarcus Aldridge,1.6,1.941385401307889,9
John Collins,1.6,1.941385401307889,9
Andre Drummond,1.6,1.941385401307889,9
Jaren Jackson Jr.,1.6,1.941385401307889,9
Deandre Ayton,1.5,1.7491931122059803,13
Bam Adebayo,1.3,1.3648085340021627,14
Joel Embiid,1.3,1.3648085340021627,14
Robert Covington,1.3,1.3648085340021627,14
Richaun Holmes,1.3,1.3648085340021627,14
Jarrett Allen,1.3,1.3648085340021627,14
Karl-Anthony Towns,1.2,1.1726162449002537,19
Jonas Valančiūnas,1.1,0.9804239557983452,20
Maxi Kleber,1.1,0.9804239557983452,20
Montrezl Harrell,1.1,0.9804239557983452,20
Steven Adams,1.1,0.9804239557983452,20
Andrew Wiggins,1.0,0.7882316666964362,24
Giannis Antetokounmpo,1.0,0.7882316666964362,24
James Harden,0.9,0.5960393775945275,26
Marc Gasol,0.9,0.5960393775945275,26
Al Horford,0.9,0.5960393775945275,26
Pascal Siakam,0.9,0.5960393775945275,26
Jayson Tatum,0.9,0.5960393775945275,26
Tristan Thompson,0.9,0.5960393775945275,26
P.J. Washington,0.8,0.4038470884926187,32
Serge Ibaka,0.8,0.4038470884926187,32
Wendell Carter Jr.,0.8,0.4038470884926187,32
Draymond Green,0.8,0.4038470884926187,32
Jerami Grant,0.8,0.4038470884926187,32
Jrue Holiday,0.8,0.4038470884926187,32
Nikola Vučević,0.8,0.4038470884926187,32
Miles Bridges,0.7,0.21165479939070975,39
Josh Richardson,0.7,0.21165479939070975,39
OG Anunoby,0.7,0.21165479939070975,39
Shai Gilgeous-Alexander,0.7,0.21165479939070975,39
Kelly Oubre Jr.,0.7,0.21165479939070975,39
