PlayerName,Turnovers,Turnovers_ZScore,Turnovers_Rank
Dorian Finney-Smith,1.0,-1.1249737757761826,139
Terrence Ross,1.0,-1.1249737757761826,139
Brook Lopez,1.0,-1.1249737757761826,139
Tim Hardaway Jr.,1.0,-1.1249737757761826,139
P.J. Tucker,1.0,-1.1249737757761826,139
Jerami Grant,0.9,-1.2419118393108122,147
Danuel House Jr.,0.9,-1.2419118393108122,147
Glenn Robinson III,0.9,-1.2419118393108122,147
Royce O'Neale,0.9,-1.2419118393108122,147
Dwight Powell,0.9,-1.2419118393108122,147
Kentavious Caldwell-Pope,0.9,-1.2419118393108122,147
Bryn Forbes,0.9,-1.2419118393108122,147
Rodney Hood,0.9,-1.2419118393108122,147
Landry Shamet,0.8,-1.3588499028454417,155
Maxi Kleber,0.8,-1.3588499028454417,155
Langston Galloway,0.6,-1.592726029914701,157
Tony Snell,0.5,-1.7096640934493303,158
