PlayerName,FreeThrowPct,FreeThrowPct_ZScore,FreeThrowPct_Rank
Dorian Finney-Smith,0.722,-0.7989361991477985,128
Ish Smith,0.721,-0.8109411368049885,129
Joe Harris,0.719,-0.8349510121193683,130
Serge Ibaka,0.718,-0.8469559497765582,131
Caris LeVert,0.711,-0.9309905133768877,132
Andrew Wiggins,0.709,-0.9550003886912676,133
Jrue Holiday,0.709,-0.9550003886912676,133
OG Anunoby,0.706,-0.9910152016628373,135
De'Aaron Fox,0.705,-1.0030201393200273,136
LeBron James,0.693,-1.1470793912063064,137
Bam Adebayo,0.691,-1.1710892665206862,138
Hassan Whiteside,0.686,-1.2311139548066345,139
Larry Nance Jr.,0.676,-1.3511633313785338,140
Aaron Gordon,0.674,-1.3751732066929137,141
Cedi Osman,0.67,-1.4231929573216733,142
Dwight Powell,0.667,-1.4592077702932431,143
Patrick Beverley,0.66,-1.5432423338935726,144
Montrezl Harrell,0.658,-1.5672522092079524,145
P.J. Washington,0.647,-1.6993065234370415,146
Zion Williamson,0.64,-1.7833410870373712,147
Jarrett Allen,0.633,-1.8673756506377006,148
Giannis Antetokounmpo,0.633,-1.8673756506377006,148
Rudy Gobert,0.63,-1.9033904636092702,150
Ben Simmons,0.621,-2.0114349025239795,151
Tristan Thompson,0.615,-2.083464528467119,152
RJ Barrett,0.614,-2.095469466124309,153
Steven Adams,0.582,-2.479627471154387,154
Andre Drummond,0.575,-2.5636620347547163,155
Elfrid Payton,0.57,-2.6236867230406657,156
Lonzo Ball,0.566,-2.6717064736694254,157
Clint Capela,0.529,-3.1158891669854514,158
