PlayerName,FreeThrowPct,FreeThrowPct_ZScore,FreeThrowPct_Rank
Tony Snell,1.0,2.538436469550998,1
Duncan Robinson,0.931,1.7100957712048945,2
Kyrie Irving,0.922,1.6020513322901853,3
Devin Booker,0.919,1.5660365193186154,4
Khris Middleton,0.916,1.5300217063470456,5
Chris Paul,0.907,1.4219772674323363,6
Bojan Bogdanović,0.903,1.3739575168035767,7
Luke Kennard,0.893,1.2539081402316774,8
Danilo Gallinari,0.893,1.2539081402316774,8
JJ Redick,0.892,1.2419032025744874,10
Malcolm Brogdon,0.892,1.2419032025744874,10
Damian Lillard,0.888,1.1938834519457278,12
Alec Burks,0.887,1.181878514288538,13
Kawhi Leonard,0.886,1.169873576631348,14
Jamal Murray,0.881,1.1098488883453983,15
Tomas Satoransky,0.876,1.0498242000594487,16
Paul George,0.876,1.0498242000594487,16
Darius Garland,0.875,1.0378192624022589,18
Terry Rozier,0.874,1.0258143247450688,19
Damion Lee,0.873,1.0138093870878788,20
Derrick Rose,0.871,0.989799511773499,21
Tyler Herro,0.87,0.9777945741163091,22
James Harden,0.865,0.9177698858303595,23
Kemba Walker,0.864,0.9057649481731695,24
Donovan Mitchell,0.863,0.8937600105159796,25
Ricky Rubio,0.863,0.8937600105159796,25
Lou Williams,0.861,0.8697501352015998,27
Glenn Robinson III,0.86,0.8577451975444099,28
Trae Young,0.86,0.8577451975444099,28
Langston Galloway,0.859,0.8457402598872199,30
Kyle Lowry,0.857,0.8217303845728401,31
Landry Shamet,0.855,0.7977205092584603,32
Gordon Hayward,0.855,0.7977205092584603,32
Kevin Love,0.854,0.7857155716012704,34
Terrence Ross,0.853,0.7737106339440804,35
Dāvis Bertāns,0.852,0.7617056962868904,36
Brandon Ingram,0.851,0.7497007586297005,37
Kendrick Nunn,0.85,0.7376958209725106,38
Maxi Kleber,0.849,0.7256908833153207,39
Fred VanVleet,0.848,0.7136859456581308,40
Anthony Davis,0.846,0.6896760703437509,41
Collin Sexton,0.846,0.6896760703437509,41
Buddy Hield,0.846,0.6896760703437509,41
DeMar DeRozan,0.845,0.677671132686561,44
Carmelo Anthony,0.845,0.677671132686561,44
Mikal Bridges,0.844,0.6656661950293711,46
Norman Powell,0.843,0.6536612573721812,47
Bradley Beal,0.842,0.6416563197149913,48
Dennis Schröder,0.839,0.6056415067434214,49
Trevor Ariza,0.838,0.5936365690862315,50
Marcus Smart,0.836,0.5696266937718517,51
Jeremy Lamb,0.836,0.5696266937718517,51
Brook Lopez,0.836,0.5696266937718517,51
Jimmy Butler III,0.834,0.5456168184574718,54
Bryn Forbes,0.833,0.5336118808002819,55
Rui Hachimura,0.829,0.4855921301715222,56
Kevin Huerter,0.828,0.47358719251433223,57
LaMarcus Aldridge,0.827,0.4615822548571423,58
Mike Conley,0.827,0.4615822548571423,58
Lauri Markkanen,0.824,0.42556744188557255,60
Marcus Morris Sr.,0.823,0.41356250422838264,61
Nemanja Bjelica,0.821,0.3895526289140028,62
Devonte' Graham,0.82,0.37754769125681287,63
Tim Hardaway Jr.,0.819,0.3655427535996229,64
T.J. Warren,0.819,0.3655427535996229,64
Evan Fournier,0.818,0.353537815942433,66
Nikola Jokić,0.817,0.3415328782852431,67
Gary Harris,0.815,0.3175230029708632,68
P.J. Tucker,0.813,0.29351312765648335,69
Jayson Tatum,0.812,0.2815081899992948,70
Danuel House Jr.,0.811,0.26950325234210487,71
Josh Richardson,0.809,0.245493377027725,72
Miles Bridges,0.809,0.245493377027725,72
D'Angelo Russell,0.809,0.245493377027725,72
Dillon Brooks,0.808,0.2334884393705351,75
Joel Embiid,0.807,0.22148350171334516,76
Shai Gilgeous-Alexander,0.807,0.22148350171334516,76
Tobias Harris,0.806,0.20947856405615523,78
Garrett Temple,0.805,0.19747362639896532,79
Zach LaVine,0.802,0.16145881342739554,80
Cam Reddish,0.802,0.16145881342739554,80
Harrison Barnes,0.801,0.1494538757702056,82
John Collins,0.8,0.13744893811301567,83
Kristaps Porziņģis,0.799,0.12544400045582577,84
Robert Covington,0.798,0.11343906279863583,85
Taurean Prince,0.798,0.11343906279863583,85
Dejounte Murray,0.798,0.11343906279863583,85
Karl-Anthony Towns,0.796,0.08942918748425598,88
Pascal Siakam,0.792,0.04140943685549628,89
Coby White,0.791,0.029404499198306355,90
Eric Bledsoe,0.79,0.017399561541116427,91
Richaun Holmes,0.788,-0.0066103137732634225,92
Joe Ingles,0.787,-0.01861525143045335,93
Troy Brown Jr.,0.784,-0.05463006440202312,94
Nikola Vučević,0.784,-0.05463006440202312,94
Kelly Oubre Jr.,0.78,-0.10264981503078283,96
Jonathan Isaac,0.779,-0.11465475268797275,97
Rodney Hood,0.778,-0.12665969034516267,98
Spencer Dinwiddie,0.778,-0.12665969034516267,98
Goran Dragic,0.776,-0.15066956565954254,100
Jae Crowder,0.776,-0.15066956565954254,100
Ja Morant,0.776,-0.15066956565954254,100
Kentavious Caldwell-Pope,0.775,-0.16267450331673244,103
Eric Paschall,0.774,-0.17467944097392238,104
Will Barton,0.767,-0.25871400457425187,105
Eric Gordon,0.766,-0.2707189422314418,106
Royce O'Neale,0.764,-0.29472881754582164,107
De'Andre Hunter,0.764,-0.29472881754582164,107
Russell Westbrook,0.763,-0.30673375520301155,109
Al Horford,0.763,-0.30673375520301155,109
Draymond Green,0.759,-0.3547535058317713,111
Luka Dončić,0.758,-0.3667584434889612,112
CJ McCollum,0.757,-0.3787633811461511,113
Deandre Ayton,0.753,-0.42678313177491084,114
Myles Turner,0.751,-0.45079300708929065,115
Jerami Grant,0.75,-0.4627979447464806,116
Jaren Jackson Jr.,0.747,-0.4988127577180504,117
Bogdan Bogdanović,0.741,-0.5708423836611899,118
Jonas Valančiūnas,0.74,-0.5828473213183798,119
Josh Hart,0.739,-0.5948522589755698,120
Bruce Brown,0.739,-0.5948522589755698,120
Wendell Carter Jr.,0.737,-0.6188621342899496,122
Marc Gasol,0.735,-0.6428720096043294,123
Julius Randle,0.733,-0.6668818849187094,124
Markelle Fultz,0.73,-0.7028966978902791,125
Jaylen Brown,0.724,-0.7749263238334186,126
Domantas Sabonis,0.723,-0.7869312614906085,127
