PlayerName,Rebounds,Rebounds_ZScore,Rebounds_Rank
Andre Drummond,15.2,3.5140136342102126,1
Clint Capela,13.8,2.9951565379634344,2
Giannis Antetokounmpo,13.6,2.921034095642466,3
Hassan Whiteside,13.5,2.883972874481982,4
Rudy Gobert,13.5,2.883972874481982,4
Domantas Sabonis,12.4,2.476299441716656,6
Joel Embiid,11.6,2.1798096724327825,7
Deandre Ayton,11.5,2.1427484512722983,8
Jonas Valančiūnas,11.3,2.06862600895133,9
Nikola Vučević,10.9,1.9203811243093931,10
Karl-Anthony Towns,10.8,1.8833199031489092,11
Bam Adebayo,10.2,1.6609525761860033,12
John Collins,10.1,1.6238913550255194,13
Tristan Thompson,10.1,1.6238913550255194,13
Kevin Love,9.8,1.5127076915440671,15
Julius Randle,9.7,1.4756464703835825,16
Nikola Jokić,9.7,1.4756464703835825,16
Jarrett Allen,9.6,1.4385852492230984,18
Kristaps Porziņģis,9.5,1.4015240280626144,19
Luka Dončić,9.4,1.3644628069021303,20
Wendell Carter Jr.,9.4,1.3644628069021303,20
Anthony Davis,9.3,1.3274015857416461,22
Steven Adams,9.3,1.3274015857416461,22
Serge Ibaka,8.2,0.9197281529763196,24
Richaun Holmes,8.1,0.8826669318158356,25
Russell Westbrook,7.9,0.8085444894948673,26
LeBron James,7.8,0.771483268334383,27
Ben Simmons,7.8,0.771483268334383,27
Aaron Gordon,7.7,0.7344220471738989,29
LaMarcus Aldridge,7.4,0.6232383836924464,30
Larry Nance Jr.,7.3,0.5861771625319621,31
Pascal Siakam,7.3,0.5861771625319621,31
Montrezl Harrell,7.1,0.5120547202109935,33
Kawhi Leonard,7.1,0.5120547202109935,33
Jayson Tatum,7.0,0.4749934990505095,35
Tobias Harris,6.9,0.4379322778900254,36
Jonathan Isaac,6.8,0.40087105672954104,37
Al Horford,6.8,0.40087105672954104,37
Jimmy Butler III,6.7,0.363809835569057,39
Gordon Hayward,6.7,0.363809835569057,39
Myles Turner,6.6,0.3267486144085726,41
P.J. Tucker,6.6,0.3267486144085726,41
James Harden,6.6,0.3267486144085726,41
Robert Covington,6.6,0.3267486144085726,41
Josh Hart,6.5,0.28968739324808856,45
Kelly Oubre Jr.,6.4,0.25262617208760446,46
Jaylen Brown,6.4,0.25262617208760446,46
Nemanja Bjelica,6.4,0.25262617208760446,46
Zion Williamson,6.3,0.21556495092712008,49
Marc Gasol,6.3,0.21556495092712008,49
Will Barton,6.3,0.21556495092712008,49
Carmelo Anthony,6.3,0.21556495092712008,49
Lauri Markkanen,6.3,0.21556495092712008,49
Khris Middleton,6.2,0.17850372976663603,54
Draymond Green,6.2,0.17850372976663603,54
Rui Hachimura,6.1,0.14144250860615162,56
Brandon Ingram,6.1,0.14144250860615162,56
Lonzo Ball,6.1,0.14144250860615162,56
Taurean Prince,6.0,0.10438128744566758,59
Shai Gilgeous-Alexander,5.9,0.06732006628518351,60
Jae Crowder,5.9,0.06732006628518351,60
Dejounte Murray,5.8,0.030258845124699115,62
Paul George,5.7,-0.006802376035784945,63
Dorian Finney-Smith,5.7,-0.006802376035784945,63
Dwight Powell,5.7,-0.006802376035784945,63
Troy Brown Jr.,5.6,-0.04386359719626934,66
Miles Bridges,5.6,-0.04386359719626934,66
DeMar DeRozan,5.5,-0.0809248183567534,68
Royce O'Neale,5.5,-0.0809248183567534,68
P.J. Washington,5.4,-0.11798603951723746,70
OG Anunoby,5.3,-0.15504726067772184,71
Kyrie Irving,5.2,-0.19210848183820592,72
Danilo Gallinari,5.2,-0.19210848183820592,72
Maxi Kleber,5.2,-0.19210848183820592,72
Patrick Beverley,5.2,-0.19210848183820592,72
Andrew Wiggins,5.1,-0.2291697029986903,76
Chris Paul,5.0,-0.2662309241591744,77
Kyle Lowry,5.0,-0.2662309241591744,77
Marcus Morris Sr.,5.0,-0.2662309241591744,77
RJ Barrett,5.0,-0.2662309241591744,77
Malcolm Brogdon,4.9,-0.3032921453196584,81
Damion Lee,4.9,-0.3032921453196584,81
Harrison Barnes,4.9,-0.3032921453196584,81
Jrue Holiday,4.8,-0.3403533664801428,84
Zach LaVine,4.8,-0.3403533664801428,84
Ricky Rubio,4.7,-0.3774145876406269,86
Bruce Brown,4.7,-0.3774145876406269,86
Elfrid Payton,4.7,-0.3774145876406269,86
Trevor Ariza,4.6,-0.4144758088011113,89
Brook Lopez,4.6,-0.4144758088011113,89
Eric Paschall,4.6,-0.4144758088011113,89
Buddy Hield,4.6,-0.4144758088011113,89
Eric Bledsoe,4.6,-0.4144758088011113,89
Jaren Jackson Jr.,4.6,-0.4144758088011113,89
Dāvis Bertāns,4.5,-0.45153702996159534,95
De'Andre Hunter,4.5,-0.45153702996159534,95
Terry Rozier,4.4,-0.4885982511220794,97
Glenn Robinson III,4.4,-0.4885982511220794,97
Donovan Mitchell,4.4,-0.4885982511220794,97
Damian Lillard,4.3,-0.5256594722825638,100
Alec Burks,4.3,-0.5256594722825638,100
Joe Harris,4.3,-0.5256594722825638,100
Jeremy Lamb,4.3,-0.5256594722825638,100
Trae Young,4.3,-0.5256594722825638,100
Devin Booker,4.2,-0.5627206934430479,105
Danuel House Jr.,4.2,-0.5627206934430479,105
Bradley Beal,4.2,-0.5627206934430479,105
Caris LeVert,4.2,-0.5627206934430479,105
T.J. Warren,4.2,-0.5627206934430479,105
CJ McCollum,4.2,-0.5627206934430479,105
Kevin Huerter,4.1,-0.5997819146035323,111
Bojan Bogdanović,4.1,-0.5997819146035323,111
Tyler Herro,4.1,-0.5997819146035323,111
Mikal Bridges,4.0,-0.6368431357640163,114
Jamal Murray,4.0,-0.6368431357640163,114
Kemba Walker,3.9,-0.6739043569245006,116
Joe Ingles,3.9,-0.6739043569245006,116
Tomas Satoransky,3.9,-0.6739043569245006,116
Ja Morant,3.9,-0.6739043569245006,116
D'Angelo Russell,3.9,-0.6739043569245006,116
Marcus Smart,3.8,-0.7109655780849847,121
Fred VanVleet,3.8,-0.7109655780849847,121
De'Aaron Fox,3.8,-0.7109655780849847,121
Cam Reddish,3.7,-0.7480267992454688,124
Norman Powell,3.7,-0.7480267992454688,124
Cedi Osman,3.6,-0.785088020405953,126
Dennis Schröder,3.6,-0.785088020405953,126
Spencer Dinwiddie,3.5,-0.8221492415664373,128
Garrett Temple,3.5,-0.8221492415664373,128
Luke Kennard,3.5,-0.8221492415664373,128
Coby White,3.5,-0.8221492415664373,128
Jerami Grant,3.5,-0.8221492415664373,128
Devonte' Graham,3.4,-0.8592104627269215,133
Rodney Hood,3.4,-0.8592104627269215,133
Bogdan Bogdanović,3.4,-0.8592104627269215,133
Markelle Fultz,3.3,-0.8962716838874057,136
Dillon Brooks,3.3,-0.8962716838874057,136
Tim Hardaway Jr.,3.3,-0.8962716838874057,136
Mike Conley,3.2,-0.9333329050478898,139
Goran Dragic,3.2,-0.9333329050478898,139
Ish Smith,3.2,-0.9333329050478898,139
Josh Richardson,3.2,-0.9333329050478898,139
Terrence Ross,3.2,-0.9333329050478898,139
Duncan Robinson,3.2,-0.9333329050478898,139
Collin Sexton,3.1,-0.9703941262083741,145
Lou Williams,3.1,-0.9703941262083741,145
Gary Harris,2.9,-1.0445165685293425,147
Kendrick Nunn,2.7,-1.1186390108503108,148
Evan Fournier,2.6,-1.155700232010795,149
JJ Redick,2.5,-1.1927614531712791,150
Derrick Rose,2.4,-1.2298226743317635,151
Langston Galloway,2.3,-1.2668838954922477,152
Kentavious Caldwell-Pope,2.1,-1.341006337813216,153
Eric Gordon,2.0,-1.3780675589737001,154
Bryn Forbes,2.0,-1.3780675589737001,154
Landry Shamet,1.9,-1.4151287801341843,156
Tony Snell,1.9,-1.4151287801341843,156
Darius Garland,1.9,-1.4151287801341843,156
