PlayerName,ThreePointPct,ThreePointPct_ZScore,ThreePointPct_Rank
Hassan Whiteside,0.571,2.7491607679849865,1
Rodney Hood,0.493,1.8005478968726851,2
JJ Redick,0.453,1.3140797578407355,3
Duncan Robinson,0.446,1.2289478335101442,4
Zion Williamson,0.429,1.0221988744215655,5
Dāvis Bertāns,0.424,0.9613903570425717,6
Joe Harris,0.424,0.9613903570425717,6
Nemanja Bjelica,0.419,0.900581839663578,8
Khris Middleton,0.415,0.8519350257603829,9
Bojan Bogdanović,0.414,0.8397733222845841,10
Karl-Anthony Towns,0.412,0.8154499153329866,11
Paul George,0.412,0.8154499153329866,11
Marcus Morris Sr.,0.408,0.7668031014297917,13
Terry Rozier,0.407,0.7546413979539929,14
Danilo Gallinari,0.405,0.730317991002396,15
Jayson Tatum,0.403,0.7059945840507985,16
T.J. Warren,0.403,0.7059945840507985,16
Tony Snell,0.402,0.6938328805749998,18
Damian Lillard,0.401,0.681671177099201,19
John Collins,0.401,0.681671177099201,19
Evan Fournier,0.399,0.6573477701476035,21
Langston Galloway,0.399,0.6573477701476035,21
Luke Kennard,0.399,0.6573477701476035,21
Joe Ingles,0.399,0.6573477701476035,21
Norman Powell,0.399,0.6573477701476035,21
Tim Hardaway Jr.,0.398,0.6451860666718048,26
Jaren Jackson Jr.,0.394,0.5965392527686098,27
Buddy Hield,0.394,0.5965392527686098,27
Kyrie Irving,0.394,0.5965392527686098,27
Brandon Ingram,0.391,0.5600541423412135,30
Glenn Robinson III,0.391,0.5600541423412135,30
Tristan Thompson,0.391,0.5600541423412135,30
Fred VanVleet,0.39,0.5478924388654147,33
OG Anunoby,0.39,0.5478924388654147,33
LaMarcus Aldridge,0.389,0.535730735389616,35
Tyler Herro,0.389,0.535730735389616,35
Jerami Grant,0.389,0.535730735389616,35
Patrick Beverley,0.388,0.5235690319138172,38
Bryn Forbes,0.388,0.5235690319138172,38
Kentavious Caldwell-Pope,0.385,0.48708392148642093,40
Carmelo Anthony,0.385,0.48708392148642093,40
Marc Gasol,0.385,0.48708392148642093,40
Serge Ibaka,0.385,0.48708392148642093,40
Alec Burks,0.385,0.48708392148642093,40
Dennis Schröder,0.385,0.48708392148642093,40
Gordon Hayward,0.383,0.4627605145348235,46
Cedi Osman,0.383,0.4627605145348235,46
Jaylen Brown,0.382,0.4505988110590247,48
Harrison Barnes,0.381,0.43843710758322596,49
Kemba Walker,0.381,0.43843710758322596,49
Zach LaVine,0.38,0.4262754041074272,51
Kevin Huerter,0.38,0.4262754041074272,51
Collin Sexton,0.38,0.4262754041074272,51
CJ McCollum,0.379,0.41411370063162845,54
Kawhi Leonard,0.378,0.4019519971558297,55
Royce O'Neale,0.377,0.38979029368003093,56
Dorian Finney-Smith,0.376,0.3776285902042322,57
Lonzo Ball,0.375,0.3654668867284334,58
Landry Shamet,0.375,0.3654668867284334,58
Mike Conley,0.375,0.3654668867284334,58
Will Barton,0.375,0.3654668867284334,58
Kevin Love,0.374,0.35330518325263466,62
P.J. Washington,0.374,0.35330518325263466,62
Maxi Kleber,0.373,0.3411434797768359,64
Devonte' Graham,0.373,0.3411434797768359,64
