PlayerName,Points,Points_ZScore,Points_Rank
James Harden,34.3,3.2373001551497604,1
Bradley Beal,30.5,2.558784825556828,2
Damian Lillard,30.0,2.4695064927156523,3
Trae Young,29.6,2.3980838264427122,4
Giannis Antetokounmpo,29.5,2.380228159874477,5
Luka Dončić,28.8,2.2552384938968313,6
Kyrie Irving,27.4,2.00525916194154,7
Russell Westbrook,27.2,1.9695478288050696,8
Kawhi Leonard,27.1,1.951692162236835,9
Devin Booker,26.6,1.8624138293956596,10
Karl-Anthony Towns,26.5,1.8445581628274241,11
Anthony Davis,26.1,1.773135496554484,12
Zach LaVine,25.5,1.6660014971450734,13
LeBron James,25.3,1.6302901640086034,14
Donovan Mitchell,24.0,1.398166498621547,15
Brandon Ingram,23.8,1.362455165485077,16
Jayson Tatum,23.4,1.2910324992121363,17
D'Angelo Russell,23.1,1.2374654995074315,18
Joel Embiid,23.0,1.2196098329391962,19
Pascal Siakam,22.9,1.2017541663709608,20
Zion Williamson,22.5,1.1303315000980207,21
CJ McCollum,22.2,1.0767645003933153,22
DeMar DeRozan,22.1,1.0589088338250807,23
Andrew Wiggins,21.8,1.0053418341203753,24
John Collins,21.6,0.9696305009839051,25
Paul George,21.5,0.9517748344156698,26
De'Aaron Fox,21.1,0.8803521681427298,27
Khris Middleton,20.9,0.8446408350062591,28
Collin Sexton,20.8,0.8267851684380243,29
Spencer Dinwiddie,20.6,0.7910738353015543,30
Kemba Walker,20.4,0.7553625021650836,31
Kristaps Porziņģis,20.4,0.7553625021650836,31
Jaylen Brown,20.3,0.7375068355968489,33
Bojan Bogdanović,20.2,0.7196511690286136,34
Nikola Jokić,19.9,0.6660841693239081,35
Jimmy Butler III,19.9,0.6660841693239081,35
T.J. Warren,19.8,0.6482285027556735,37
Tobias Harris,19.6,0.6125171696192034,38
Nikola Vučević,19.6,0.6125171696192034,38
Julius Randle,19.5,0.5946615030509681,40
Kyle Lowry,19.4,0.5768058364827328,41
Buddy Hield,19.2,0.5410945033462627,42
Jrue Holiday,19.1,0.523238836778028,43
Shai Gilgeous-Alexander,19.0,0.5053831702097926,44
Dennis Schröder,18.9,0.4875275036415573,45
LaMarcus Aldridge,18.9,0.4875275036415573,45
Kelly Oubre Jr.,18.7,0.45181617050508727,47
Caris LeVert,18.7,0.45181617050508727,47
Danilo Gallinari,18.7,0.45181617050508727,47
Montrezl Harrell,18.6,0.43396050393685254,50
Domantas Sabonis,18.5,0.4161048373686172,51
Jamal Murray,18.5,0.4161048373686172,51
Evan Fournier,18.5,0.4161048373686172,51
Devonte' Graham,18.2,0.3625378376639118,54
Deandre Ayton,18.2,0.3625378376639118,54
Lou Williams,18.2,0.3625378376639118,54
Derrick Rose,18.1,0.3446821710956771,57
Terry Rozier,18.0,0.3268265045274418,58
Ja Morant,17.8,0.2911151713909717,59
Andre Drummond,17.7,0.27325950482273637,60
Chris Paul,17.6,0.2554038382545017,61
Kevin Love,17.6,0.2554038382545017,61
Fred VanVleet,17.6,0.2554038382545017,61
Gordon Hayward,17.5,0.23754817168626632,64
Jaren Jackson Jr.,17.4,0.21969250511803098,65
Marcus Morris Sr.,16.7,0.09470283914038549,66
Malcolm Brogdon,16.5,0.05899150600391544,67
Ben Simmons,16.4,0.041135839435680104,68
Goran Dragic,16.2,0.005424506299210054,69
Dillon Brooks,16.2,0.005424506299210054,69
Norman Powell,16.0,-0.030286826837259993,71
Bam Adebayo,15.9,-0.04814249340549502,72
Luke Kennard,15.8,-0.06599815997373004,73
Tim Hardaway Jr.,15.8,-0.06599815997373004,73
Hassan Whiteside,15.5,-0.11956515967843544,75
Serge Ibaka,15.4,-0.13742082624667046,76
Dāvis Bertāns,15.4,-0.13742082624667046,76
Carmelo Anthony,15.4,-0.13742082624667046,76
JJ Redick,15.3,-0.1552764928149055,79
Kendrick Nunn,15.3,-0.1552764928149055,79
Rudy Gobert,15.1,-0.19098782595137584,81
Bogdan Bogdanović,15.1,-0.19098782595137584,81
Will Barton,15.1,-0.19098782595137584,81
Alec Burks,15.0,-0.20884349251961087,84
Eric Bledsoe,14.9,-0.2266991590878459,85
Jonas Valančiūnas,14.9,-0.2266991590878459,85
Terrence Ross,14.7,-0.2624104922243163,87
Lauri Markkanen,14.7,-0.2624104922243163,87
Joe Harris,14.5,-0.2981218253607863,89
Harrison Barnes,14.5,-0.2981218253607863,89
Aaron Gordon,14.4,-0.31597749192902136,91
Mike Conley,14.4,-0.31597749192902136,91
Eric Gordon,14.4,-0.31597749192902136,91
RJ Barrett,14.3,-0.33383315849725637,94
Eric Paschall,14.0,-0.3874001582019618,95
Clint Capela,13.9,-0.4052558247701968,96
Josh Richardson,13.7,-0.44096715790666713,97
Rui Hachimura,13.5,-0.4766784910431372,98
Duncan Robinson,13.5,-0.4766784910431372,98
Tyler Herro,13.5,-0.4766784910431372,98
Coby White,13.2,-0.5302454907478426,101
Ricky Rubio,13.0,-0.5659568238843127,102
Miles Bridges,13.0,-0.5659568238843127,102
Marcus Smart,12.9,-0.5838124904525477,104
Damion Lee,12.7,-0.619523823589018,105
Jeremy Lamb,12.5,-0.655235156725488,106
Robert Covington,12.4,-0.673090823293723,107
Richaun Holmes,12.3,-0.6909464898619582,108
Darius Garland,12.3,-0.6909464898619582,108
De'Andre Hunter,12.3,-0.6909464898619582,108
P.J. Washington,12.2,-0.7088021564301935,111
Kevin Huerter,12.2,-0.7088021564301935,111
Markelle Fultz,12.1,-0.7266578229984285,113
Taurean Prince,12.1,-0.7266578229984285,113
Myles Turner,12.1,-0.7266578229984285,113
Brook Lopez,12.0,-0.7445134895666635,116
Tristan Thompson,12.0,-0.7445134895666635,116
Jerami Grant,12.0,-0.7445134895666635,116
Jonathan Isaac,11.9,-0.7623691561348985,119
Al Horford,11.9,-0.7623691561348985,119
Lonzo Ball,11.8,-0.7802248227031335,121
Glenn Robinson III,11.7,-0.7980804892713689,122
Nemanja Bjelica,11.5,-0.833791822407839,123
Wendell Carter Jr.,11.3,-0.869503155544309,124
Bryn Forbes,11.2,-0.8873588221125444,125
Jarrett Allen,11.1,-0.9052144886807794,126
Cedi Osman,11.0,-0.9230701552490144,127
Rodney Hood,11.0,-0.9230701552490144,127
Ish Smith,10.9,-0.9409258218172494,129
Dejounte Murray,10.9,-0.9409258218172494,129
Steven Adams,10.9,-0.9409258218172494,129
OG Anunoby,10.6,-0.9944928215219548,132
Cam Reddish,10.5,-1.0123484880901898,133
Jae Crowder,10.5,-1.0123484880901898,133
Danuel House Jr.,10.5,-1.0123484880901898,133
Gary Harris,10.4,-1.0302041546584249,136
Troy Brown Jr.,10.4,-1.0302041546584249,136
Langston Galloway,10.3,-1.0480598212266599,138
Garrett Temple,10.3,-1.0480598212266599,138
Josh Hart,10.1,-1.0837711543631303,140
Larry Nance Jr.,10.1,-1.0837711543631303,140
Elfrid Payton,10.0,-1.1016268209313653,142
Tomas Satoransky,9.9,-1.1194824874996003,143
Joe Ingles,9.8,-1.1373381540678353,144
Dorian Finney-Smith,9.5,-1.1909051537725408,145
Dwight Powell,9.4,-1.2087608203407758,146
Landry Shamet,9.3,-1.2266164869090108,147
Kentavious Caldwell-Pope,9.3,-1.2266164869090108,147
Mikal Bridges,9.1,-1.262327820045481,149
Maxi Kleber,9.1,-1.262327820045481,149
Bruce Brown,8.9,-1.298039153181951,151
Tony Snell,8.0,-1.458740152296067,152
Trevor Ariza,8.0,-1.458740152296067,152
Draymond Green,8.0,-1.458740152296067,152
Patrick Beverley,7.9,-1.476595818864302,155
Marc Gasol,7.5,-1.5480184851372425,156
P.J. Tucker,6.9,-1.655152484546653,157
Royce O'Neale,6.3,-1.7622864839560635,158
